time,volume,open,close
2020-07-08 00:00:00+00:00,35,"Quotation(units=71, nano=0)","Quotation(units=69, nano=800000000)"
2020-07-09 00:00:00+00:00,208,"Quotation(units=70, nano=0)","Quotation(units=73, nano=600000000)"
2020-07-10 00:00:00+00:00,39,"Quotation(units=71, nano=600000000)","Quotation(units=71, nano=800000000)"
2020-07-13 00:00:00+00:00,98,"Quotation(units=73, nano=200000000)","Quotation(units=72, nano=0)"
2020-07-14 00:00:00+00:00,20,"Quotation(units=71, nano=800000000)","Quotation(units=71, nano=0)"
2020-07-15 00:00:00+00:00,34,"Quotation(units=71, nano=200000000)","Quotation(units=70, nano=800000000)"
2020-07-16 00:00:00+00:00,14,"Quotation(units=71, nano=0)","Quotation(units=71, nano=600000000)"
2020-07-17 00:00:00+00:00,43,"Quotation(units=70, nano=800000000)","Quotation(units=70, nano=800000000)"
2020-07-20 00:00:00+00:00,69,"Quotation(units=70, nano=600000000)","Quotation(units=70, nano=600000000)"
2020-07-21 00:00:00+00:00,23,"Quotation(units=71, nano=800000000)","Quotation(units=71, nano=400000000)"
2020-07-22 00:00:00+00:00,27,"Quotation(units=70, nano=600000000)","Quotation(units=70, nano=800000000)"
2020-07-23 00:00:00+00:00,107,"Quotation(units=71, nano=0)","Quotation(units=70, nano=400000000)"
2020-07-24 00:00:00+00:00,137,"Quotation(units=69, nano=800000000)","Quotation(units=71, nano=200000000)"
2020-07-27 00:00:00+00:00,455,"Quotation(units=70, nano=200000000)","Quotation(units=71, nano=0)"
2020-07-28 00:00:00+00:00,109,"Quotation(units=69, nano=200000000)","Quotation(units=70, nano=200000000)"
2020-07-29 00:00:00+00:00,27,"Quotation(units=70, nano=0)","Quotation(units=70, nano=600000000)"
2020-07-30 00:00:00+00:00,36,"Quotation(units=70, nano=200000000)","Quotation(units=70, nano=0)"
2020-07-31 00:00:00+00:00,52,"Quotation(units=70, nano=400000000)","Quotation(units=69, nano=400000000)"
2020-08-03 00:00:00+00:00,76,"Quotation(units=70, nano=800000000)","Quotation(units=69, nano=800000000)"
2020-08-04 00:00:00+00:00,152,"Quotation(units=70, nano=400000000)","Quotation(units=71, nano=400000000)"
2020-08-05 00:00:00+00:00,25,"Quotation(units=71, nano=200000000)","Quotation(units=71, nano=0)"
2020-08-06 00:00:00+00:00,178,"Quotation(units=72, nano=0)","Quotation(units=71, nano=400000000)"
2020-08-07 00:00:00+00:00,17,"Quotation(units=71, nano=800000000)","Quotation(units=71, nano=200000000)"
2020-08-10 00:00:00+00:00,239,"Quotation(units=70, nano=400000000)","Quotation(units=71, nano=200000000)"
2020-08-11 00:00:00+00:00,56,"Quotation(units=70, nano=600000000)","Quotation(units=71, nano=600000000)"
2020-08-12 00:00:00+00:00,98,"Quotation(units=70, nano=600000000)","Quotation(units=71, nano=800000000)"
2020-08-13 00:00:00+00:00,11367,"Quotation(units=71, nano=800000000)","Quotation(units=76, nano=400000000)"
2020-08-14 00:00:00+00:00,3289,"Quotation(units=80, nano=0)","Quotation(units=80, nano=0)"
2020-08-17 00:00:00+00:00,575,"Quotation(units=80, nano=0)","Quotation(units=77, nano=800000000)"
2020-08-18 00:00:00+00:00,603,"Quotation(units=77, nano=400000000)","Quotation(units=78, nano=0)"
2020-08-19 00:00:00+00:00,1748,"Quotation(units=79, nano=0)","Quotation(units=78, nano=800000000)"
2020-08-20 00:00:00+00:00,243,"Quotation(units=78, nano=0)","Quotation(units=78, nano=200000000)"
2020-08-21 00:00:00+00:00,130,"Quotation(units=79, nano=0)","Quotation(units=76, nano=800000000)"
2020-08-24 00:00:00+00:00,168,"Quotation(units=76, nano=800000000)","Quotation(units=76, nano=400000000)"
2020-08-25 00:00:00+00:00,48,"Quotation(units=75, nano=800000000)","Quotation(units=77, nano=800000000)"
2020-08-26 00:00:00+00:00,2213,"Quotation(units=77, nano=800000000)","Quotation(units=77, nano=800000000)"
2020-08-27 00:00:00+00:00,3123,"Quotation(units=78, nano=0)","Quotation(units=81, nano=800000000)"
2020-08-28 00:00:00+00:00,295,"Quotation(units=82, nano=0)","Quotation(units=81, nano=200000000)"
2020-08-31 00:00:00+00:00,216,"Quotation(units=82, nano=0)","Quotation(units=81, nano=0)"
2020-09-01 00:00:00+00:00,163,"Quotation(units=81, nano=800000000)","Quotation(units=79, nano=600000000)"
2020-09-02 00:00:00+00:00,67,"Quotation(units=79, nano=200000000)","Quotation(units=78, nano=800000000)"
2020-09-03 00:00:00+00:00,135,"Quotation(units=81, nano=400000000)","Quotation(units=79, nano=400000000)"
2020-09-04 00:00:00+00:00,501,"Quotation(units=80, nano=400000000)","Quotation(units=80, nano=400000000)"
2020-09-07 00:00:00+00:00,21,"Quotation(units=77, nano=600000000)","Quotation(units=79, nano=800000000)"
2020-09-08 00:00:00+00:00,111,"Quotation(units=79, nano=200000000)","Quotation(units=78, nano=200000000)"
2020-09-09 00:00:00+00:00,146,"Quotation(units=79, nano=0)","Quotation(units=78, nano=0)"
2020-09-10 00:00:00+00:00,73,"Quotation(units=77, nano=200000000)","Quotation(units=77, nano=800000000)"
2020-09-11 00:00:00+00:00,356,"Quotation(units=77, nano=200000000)","Quotation(units=81, nano=600000000)"
2020-09-14 00:00:00+00:00,1636,"Quotation(units=82, nano=600000000)","Quotation(units=81, nano=0)"
2020-09-15 00:00:00+00:00,131,"Quotation(units=81, nano=0)","Quotation(units=80, nano=800000000)"
2020-09-16 00:00:00+00:00,163,"Quotation(units=80, nano=0)","Quotation(units=79, nano=200000000)"
2020-09-17 00:00:00+00:00,39,"Quotation(units=80, nano=0)","Quotation(units=79, nano=0)"
2020-09-18 00:00:00+00:00,153,"Quotation(units=79, nano=800000000)","Quotation(units=79, nano=0)"
2020-09-21 00:00:00+00:00,112,"Quotation(units=78, nano=200000000)","Quotation(units=77, nano=600000000)"
2020-09-22 00:00:00+00:00,53,"Quotation(units=78, nano=0)","Quotation(units=79, nano=0)"
2020-09-23 00:00:00+00:00,52,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=0)"
2020-09-24 00:00:00+00:00,60,"Quotation(units=77, nano=200000000)","Quotation(units=78, nano=400000000)"
2020-09-25 00:00:00+00:00,57,"Quotation(units=76, nano=0)","Quotation(units=78, nano=600000000)"
2020-09-28 00:00:00+00:00,58,"Quotation(units=77, nano=400000000)","Quotation(units=78, nano=600000000)"
2020-09-29 00:00:00+00:00,24,"Quotation(units=78, nano=0)","Quotation(units=78, nano=400000000)"
2020-09-30 00:00:00+00:00,81,"Quotation(units=78, nano=600000000)","Quotation(units=77, nano=600000000)"
2020-10-01 00:00:00+00:00,53,"Quotation(units=78, nano=0)","Quotation(units=78, nano=0)"
2020-10-02 00:00:00+00:00,405,"Quotation(units=77, nano=400000000)","Quotation(units=77, nano=200000000)"
2020-10-05 00:00:00+00:00,17,"Quotation(units=78, nano=0)","Quotation(units=78, nano=0)"
2020-10-06 00:00:00+00:00,125,"Quotation(units=77, nano=200000000)","Quotation(units=77, nano=800000000)"
2020-10-07 00:00:00+00:00,58,"Quotation(units=76, nano=400000000)","Quotation(units=76, nano=600000000)"
2020-10-08 00:00:00+00:00,19,"Quotation(units=77, nano=0)","Quotation(units=77, nano=400000000)"
2020-10-09 00:00:00+00:00,94,"Quotation(units=76, nano=800000000)","Quotation(units=76, nano=0)"
2020-10-12 00:00:00+00:00,105,"Quotation(units=75, nano=200000000)","Quotation(units=76, nano=200000000)"
2020-10-13 00:00:00+00:00,20,"Quotation(units=76, nano=400000000)","Quotation(units=76, nano=600000000)"
2020-10-14 00:00:00+00:00,56,"Quotation(units=76, nano=400000000)","Quotation(units=75, nano=800000000)"
2020-10-15 00:00:00+00:00,39,"Quotation(units=75, nano=800000000)","Quotation(units=75, nano=400000000)"
2020-10-16 00:00:00+00:00,48,"Quotation(units=75, nano=0)","Quotation(units=75, nano=200000000)"
2020-10-19 00:00:00+00:00,9,"Quotation(units=75, nano=0)","Quotation(units=75, nano=200000000)"
2020-10-20 00:00:00+00:00,77,"Quotation(units=74, nano=200000000)","Quotation(units=75, nano=200000000)"
2020-10-21 00:00:00+00:00,10,"Quotation(units=74, nano=800000000)","Quotation(units=74, nano=600000000)"
2020-10-22 00:00:00+00:00,7,"Quotation(units=74, nano=200000000)","Quotation(units=74, nano=800000000)"
2020-10-23 00:00:00+00:00,1754,"Quotation(units=74, nano=200000000)","Quotation(units=78, nano=800000000)"
2020-10-26 00:00:00+00:00,235,"Quotation(units=78, nano=200000000)","Quotation(units=77, nano=200000000)"
2020-10-27 00:00:00+00:00,387,"Quotation(units=77, nano=800000000)","Quotation(units=77, nano=200000000)"
2020-10-28 00:00:00+00:00,356,"Quotation(units=77, nano=200000000)","Quotation(units=73, nano=800000000)"
2020-10-29 00:00:00+00:00,740,"Quotation(units=73, nano=800000000)","Quotation(units=76, nano=600000000)"
2020-10-30 00:00:00+00:00,43,"Quotation(units=77, nano=800000000)","Quotation(units=77, nano=400000000)"
2020-11-02 00:00:00+00:00,70,"Quotation(units=78, nano=0)","Quotation(units=77, nano=200000000)"
2020-11-03 00:00:00+00:00,162,"Quotation(units=74, nano=200000000)","Quotation(units=77, nano=200000000)"
2020-11-05 00:00:00+00:00,549,"Quotation(units=77, nano=0)","Quotation(units=78, nano=400000000)"
2020-11-06 00:00:00+00:00,41,"Quotation(units=78, nano=400000000)","Quotation(units=77, nano=800000000)"
2020-11-09 00:00:00+00:00,163,"Quotation(units=78, nano=0)","Quotation(units=78, nano=200000000)"
2020-11-10 00:00:00+00:00,57,"Quotation(units=78, nano=0)","Quotation(units=78, nano=200000000)"
2020-11-11 00:00:00+00:00,100,"Quotation(units=77, nano=600000000)","Quotation(units=78, nano=0)"
2020-11-12 00:00:00+00:00,24,"Quotation(units=78, nano=0)","Quotation(units=77, nano=400000000)"
2020-11-13 00:00:00+00:00,86,"Quotation(units=79, nano=0)","Quotation(units=78, nano=400000000)"
2020-11-16 00:00:00+00:00,271,"Quotation(units=78, nano=0)","Quotation(units=78, nano=400000000)"
2020-11-17 00:00:00+00:00,79,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=400000000)"
2020-11-18 00:00:00+00:00,59,"Quotation(units=77, nano=600000000)","Quotation(units=78, nano=0)"
2020-11-19 00:00:00+00:00,11,"Quotation(units=77, nano=400000000)","Quotation(units=78, nano=0)"
2020-11-20 00:00:00+00:00,120,"Quotation(units=78, nano=200000000)","Quotation(units=77, nano=0)"
2020-11-23 00:00:00+00:00,432,"Quotation(units=77, nano=600000000)","Quotation(units=76, nano=400000000)"
2020-11-24 00:00:00+00:00,231,"Quotation(units=76, nano=800000000)","Quotation(units=77, nano=0)"
2020-11-25 00:00:00+00:00,138,"Quotation(units=77, nano=800000000)","Quotation(units=76, nano=600000000)"
2020-11-26 00:00:00+00:00,123,"Quotation(units=76, nano=0)","Quotation(units=77, nano=0)"
2020-11-27 00:00:00+00:00,34,"Quotation(units=76, nano=800000000)","Quotation(units=76, nano=800000000)"
2020-11-30 00:00:00+00:00,24,"Quotation(units=76, nano=0)","Quotation(units=76, nano=600000000)"
2020-12-01 00:00:00+00:00,163,"Quotation(units=77, nano=0)","Quotation(units=76, nano=600000000)"
2020-12-02 00:00:00+00:00,67,"Quotation(units=78, nano=0)","Quotation(units=76, nano=600000000)"
2020-12-03 00:00:00+00:00,194,"Quotation(units=76, nano=0)","Quotation(units=77, nano=0)"
2020-12-04 00:00:00+00:00,110,"Quotation(units=76, nano=0)","Quotation(units=77, nano=600000000)"
2020-12-07 00:00:00+00:00,62,"Quotation(units=76, nano=400000000)","Quotation(units=77, nano=0)"
2020-12-08 00:00:00+00:00,79,"Quotation(units=76, nano=600000000)","Quotation(units=77, nano=600000000)"
2020-12-09 00:00:00+00:00,50,"Quotation(units=78, nano=0)","Quotation(units=76, nano=400000000)"
2020-12-10 00:00:00+00:00,47,"Quotation(units=78, nano=0)","Quotation(units=77, nano=400000000)"
2020-12-11 00:00:00+00:00,89,"Quotation(units=77, nano=800000000)","Quotation(units=77, nano=200000000)"
2020-12-14 00:00:00+00:00,65,"Quotation(units=77, nano=0)","Quotation(units=76, nano=800000000)"
2020-12-15 00:00:00+00:00,219,"Quotation(units=76, nano=800000000)","Quotation(units=78, nano=200000000)"
2020-12-16 00:00:00+00:00,2556,"Quotation(units=78, nano=200000000)","Quotation(units=77, nano=800000000)"
2020-12-17 00:00:00+00:00,897,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=800000000)"
2020-12-18 00:00:00+00:00,143,"Quotation(units=79, nano=0)","Quotation(units=78, nano=0)"
2020-12-21 00:00:00+00:00,132,"Quotation(units=78, nano=0)","Quotation(units=77, nano=400000000)"
2020-12-22 00:00:00+00:00,26,"Quotation(units=76, nano=200000000)","Quotation(units=78, nano=0)"
2020-12-23 00:00:00+00:00,34,"Quotation(units=77, nano=800000000)","Quotation(units=77, nano=0)"
2020-12-24 00:00:00+00:00,50,"Quotation(units=77, nano=600000000)","Quotation(units=77, nano=0)"
2020-12-25 00:00:00+00:00,97,"Quotation(units=76, nano=600000000)","Quotation(units=77, nano=600000000)"
2020-12-28 00:00:00+00:00,640,"Quotation(units=78, nano=0)","Quotation(units=77, nano=200000000)"
2020-12-29 00:00:00+00:00,349,"Quotation(units=77, nano=800000000)","Quotation(units=76, nano=200000000)"
2020-12-30 00:00:00+00:00,104,"Quotation(units=78, nano=0)","Quotation(units=77, nano=800000000)"
2021-01-04 00:00:00+00:00,63,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=800000000)"
2021-01-05 00:00:00+00:00,163,"Quotation(units=79, nano=0)","Quotation(units=79, nano=600000000)"
2021-01-06 00:00:00+00:00,140,"Quotation(units=80, nano=0)","Quotation(units=79, nano=200000000)"
2021-01-08 00:00:00+00:00,559,"Quotation(units=79, nano=200000000)","Quotation(units=78, nano=800000000)"
2021-01-11 00:00:00+00:00,169,"Quotation(units=78, nano=0)","Quotation(units=78, nano=200000000)"
2021-01-12 00:00:00+00:00,268,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=800000000)"
2021-01-13 00:00:00+00:00,125,"Quotation(units=79, nano=0)","Quotation(units=79, nano=0)"
2021-01-14 00:00:00+00:00,42,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=0)"
2021-01-15 00:00:00+00:00,612,"Quotation(units=79, nano=200000000)","Quotation(units=78, nano=800000000)"
2021-01-18 00:00:00+00:00,192,"Quotation(units=79, nano=600000000)","Quotation(units=78, nano=400000000)"
2021-01-19 00:00:00+00:00,14,"Quotation(units=79, nano=200000000)","Quotation(units=78, nano=800000000)"
2021-01-20 00:00:00+00:00,134,"Quotation(units=79, nano=0)","Quotation(units=79, nano=0)"
2021-01-21 00:00:00+00:00,149,"Quotation(units=78, nano=400000000)","Quotation(units=77, nano=200000000)"
2021-01-22 00:00:00+00:00,185,"Quotation(units=77, nano=200000000)","Quotation(units=77, nano=800000000)"
2021-01-25 00:00:00+00:00,852,"Quotation(units=78, nano=600000000)","Quotation(units=79, nano=800000000)"
2021-01-26 00:00:00+00:00,921,"Quotation(units=82, nano=0)","Quotation(units=80, nano=0)"
2021-01-27 00:00:00+00:00,1002,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=400000000)"
2021-01-28 00:00:00+00:00,228,"Quotation(units=78, nano=200000000)","Quotation(units=80, nano=800000000)"
2021-01-29 00:00:00+00:00,443,"Quotation(units=80, nano=800000000)","Quotation(units=78, nano=800000000)"
